"@timestamp","_id","_index","_score","agent.name","agent.version","data_stream.dataset","data_stream.namespace","data_stream.type","event.agent_id_status","event.ingested","event.kind","event.severity","labels.ParentId","labels.SpanId","labels.TraceId","labels.{OriginalFormat}","log.level",message,"observer.hostname","observer.type","observer.version","parent.id","service.language.name","service.name","service.node.name","service.target.name","service.target.type","span.id",tags,"trace.id"
"Dec 2, 2024 @ 16:29:00.750",XI18hpMBo81fAKGjuvVv,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:ErrorMessage outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792406</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_Deviation_msg>No Deviation</op_Deviation_msg><op_PDA_Level>L1</op_PDA_Level><RuleId>76</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",ea78a64bae978cbd,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",880b07309e5621fb,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.750",XY18hpMBo81fAKGjuvVv,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:uniqueID outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792406</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_Deviation_msg>No Deviation</op_Deviation_msg><op_PDA_Level>L1</op_PDA_Level><RuleId>76</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",ea78a64bae978cbd,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",880b07309e5621fb,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.750",Xo18hpMBo81fAKGjuvVv,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:itemTypeID outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792406</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_Deviation_msg>No Deviation</op_Deviation_msg><op_PDA_Level>L1</op_PDA_Level><RuleId>76</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",ea78a64bae978cbd,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",880b07309e5621fb,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.750",X418hpMBo81fAKGjuvVv,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:itemID outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792406</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_Deviation_msg>No Deviation</op_Deviation_msg><op_PDA_Level>L1</op_PDA_Level><RuleId>76</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",ea78a64bae978cbd,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",880b07309e5621fb,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.750",YI18hpMBo81fAKGjuvVv,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:RuleId outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792406</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_Deviation_msg>No Deviation</op_Deviation_msg><op_PDA_Level>L1</op_PDA_Level><RuleId>76</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",ea78a64bae978cbd,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",880b07309e5621fb,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.750",YY18hpMBo81fAKGjuvVv,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:RuleVersion outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792406</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_Deviation_msg>No Deviation</op_Deviation_msg><op_PDA_Level>L1</op_PDA_Level><RuleId>76</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",ea78a64bae978cbd,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",880b07309e5621fb,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.750",Yo18hpMBo81fAKGjuvVv,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:op_Deviation_msg outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792406</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_Deviation_msg>No Deviation</op_Deviation_msg><op_PDA_Level>L1</op_PDA_Level><RuleId>76</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",ea78a64bae978cbd,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",880b07309e5621fb,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.750",Y418hpMBo81fAKGjuvVv,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:op_PDA_Level outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792406</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_Deviation_msg>No Deviation</op_Deviation_msg><op_PDA_Level>L1</op_PDA_Level><RuleId>76</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",ea78a64bae978cbd,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",880b07309e5621fb,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.745",II18hpMBo81fAKGjuvVv,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","{""uniqueID"":116792406,""itemTypeID"":403,""itemID"":78855,""isSuccess"":true,""errorCode"":null,""errorMessage"":"""",""results"":[{""subscriberId"":0,""ruleId"":0,""applicationId"":0,""categoryId"":0,""name"":""op_Deviation_msg"",""internalName"":""A_01a63a6d-2526-4f17-bf99-3881e7e6d9ae_op_Deviation_msg"",""value"":""No Deviation"",""isDecisionCell"":false,""argumentDirection"":2,""category"":2,""isClass"":false,""sourceType"":null,""type"":""String"",""source"":null,""propertyName"":null,""version"":""1.0""},{""subscriberId"":0,""ruleId"":0,""applicationId"":0,""categoryId"":0,""name"":""op_PDA_Level"",""internalName"":""A_01a63a6d-2526-4f17-bf99-3881e7e6d9ae_op_PDA_Level"",""value"":""L1"",""isDecisionCell"":false,""argumentDirection"":2,""category"":2,""isClass"":false,""sourceType"":null,""type"":""String"",""source"":null,""propertyName"":null,""version"":""1.0""},{""subscriberId"":0,""ruleId"":0,""applicationId"":0,""categoryId"":0,""name"":""RuleId"",""internalName"":""Sys_Rule_RuleId"",""value"":""76"",""isDecisionCell"":false,""argumentDirection"":2,""category"":2,""isClass"":false,""sourceType"":null,""type"":""String"",""source"":null,""propertyName"":null,""version"":""1.0""},{""subscriberId"":0,""ruleId"":0,""applicationId"":0,""categoryId"":0,""name"":""RuleVersion"",""internalName"":""Sys_Rule_RuleVersion"",""value"":""1.0"",""isDecisionCell"":false,""argumentDirection"":2,""category"":2,""isClass"":false,""sourceType"":null,""type"":""String"",""source"":null,""propertyName"":null,""version"":""1.0""}],""ruleVersion"":""1.0"",""ruleSubId"":0}","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",ea78a64bae978cbd,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",3de49c9d1af352b1,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.603",Ho18hpMBo81fAKGjuvVv,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","DataSourceID:160 Url:http://businessnext-maybank-customcode/customapi/APIConnection/David Body:{
    ""UniqueID"": ""116792406"",
    ""ItemTypeID"": ""403"",
    ""ItemID"": ""78855"",
    ""AuthToken"": ""Bearer 72C93D805DCFDD450C8EFA43F7DF5E1D12E29E753F49DD9DF5F799B3A67760DE"",
    ""URL"": ""http://businessnext-david-webapi/davidwebapi/api/DavidApi/ExecuteRule"",
    ""SubscriberId"": ""985"",
    ""Id"": ""76"",
    ""Version"": ""1.0"",
    ""Name"": """",
    ""List"": ""[{name:'ip_Employment_Type',value:'P',type:'String'},{name:'ip_CB_Flag',value:'Yes',type:'String'},{name:'ip_Source_of_Income',value:'E',type:'String'},{name:'ip_Borrower_Tag',value:'P',type:'String'},{name:'ip_Support_Flag',value:'No',type:'String'}]""
}","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",ea78a64bae978cbd,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",3de49c9d1af352b1,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.602",8I18hpMBo81fAKGjuu9u,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","Input Parameters -  Input parameter and values - Request={
    ""UniqueID"": ""116792406"",
    ""ItemTypeID"": ""403"",
    ""ItemID"": ""78855"",
    ""AuthToken"": ""Bearer 72C93D805DCFDD450C8EFA43F7DF5E1D12E29E753F49DD9DF5F799B3A67760DE"",
    ""URL"": ""http://businessnext-david-webapi/davidwebapi/api/DavidApi/ExecuteRule"",
    ""SubscriberId"": ""985"",
    ""Id"": ""76"",
    ""Version"": ""1.0"",
    ""Name"": """",
    ""List"": ""[{name:'ip_Employment_Type',value:'P',type:'String'},{name:'ip_CB_Flag',value:'Yes',type:'String'},{name:'ip_Source_of_Income',value:'E',type:'String'},{name:'ip_Borrower_Tag',value:'P',type:'String'},{name:'ip_Support_Flag',value:'No',type:'String'}]""
};","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",aadd33e7ac1a1b6e,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",812ca79d72bce1ed,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.578",sI18hpMBo81fAKGjuu9u,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:IsSuccess outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792403</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_Deviation_msg>No Deviation</op_Deviation_msg><op_PDA_Level>L1</op_PDA_Level><RuleId>72</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",7467f5edd946b671,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",1dbeb13a4695c044,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.578",sY18hpMBo81fAKGjuu9u,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:ErrorCode outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792403</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_Deviation_msg>No Deviation</op_Deviation_msg><op_PDA_Level>L1</op_PDA_Level><RuleId>72</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",7467f5edd946b671,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",1dbeb13a4695c044,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.578",so18hpMBo81fAKGjuu9u,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:ErrorMessage outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792403</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_Deviation_msg>No Deviation</op_Deviation_msg><op_PDA_Level>L1</op_PDA_Level><RuleId>72</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",7467f5edd946b671,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",1dbeb13a4695c044,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.578",s418hpMBo81fAKGjuu9u,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:uniqueID outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792403</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_Deviation_msg>No Deviation</op_Deviation_msg><op_PDA_Level>L1</op_PDA_Level><RuleId>72</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",7467f5edd946b671,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",1dbeb13a4695c044,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.578",tI18hpMBo81fAKGjuu9u,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:itemTypeID outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792403</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_Deviation_msg>No Deviation</op_Deviation_msg><op_PDA_Level>L1</op_PDA_Level><RuleId>72</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",7467f5edd946b671,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",1dbeb13a4695c044,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.578",tY18hpMBo81fAKGjuu9u,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:itemID outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792403</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_Deviation_msg>No Deviation</op_Deviation_msg><op_PDA_Level>L1</op_PDA_Level><RuleId>72</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",7467f5edd946b671,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",1dbeb13a4695c044,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
